minute_of_day,sex,age_group,tier_code,tier_label,weighted_minutes,share
930,female,55-64,06,Education,627177424,0.005425
930,female,55-64,07,Consumer purchases,4193863316,0.036279
930,female,55-64,08,Professional and personal care services,1053099296,0.00911
930,female,55-64,09,Household services,134663112,0.001165
930,female,55-64,11,Eating and drinking,2923973678,0.025294
930,female,55-64,12,"Socializing, relaxing, and leisure",29801589010,0.2578
930,female,55-64,13,"Sports, exercise, and recreation",2347232379,0.020305
930,female,55-64,14,Religious and spiritual activities,503711736,0.004357
930,female,55-64,15,Volunteer activities,539472497,0.004667
930,female,55-64,16,Telephone calls,1622661460,0.014037
930,female,55-64,18,Traveling,10532583752,0.091113
930,female,55-64,50,Insufficient detail,590401336,0.005107
930,female,65+,01,Personal care (incl. sleep),13365114665,0.074857
930,female,65+,02,Household activities,40351906072,0.226009
930,female,65+,03,Caring for and helping household members,2022276504,0.011327
930,female,65+,04,Caring for and helping nonhousehold members,4265285308,0.02389
930,female,65+,05,Work and work-related activities,6650372780,0.037248
930,female,65+,06,Education,36536017,0.000205
930,female,65+,07,Consumer purchases,5677131128,0.031797
930,female,65+,08,Professional and personal care services,3135332578,0.017561
930,female,65+,09,Household services,430082251,0.002409
930,female,65+,11,Eating and drinking,5748278359,0.032196
930,female,65+,12,"Socializing, relaxing, and leisure",69929619880,0.391673
930,female,65+,13,"Sports, exercise, and recreation",2744808998,0.015374
930,female,65+,14,Religious and spiritual activities,2514715720,0.014085
930,female,65+,15,Volunteer activities,3780315335,0.021173
930,female,65+,16,Telephone calls,2638123829,0.014776
930,female,65+,18,Traveling,12363473582,0.069247
930,female,65+,50,Insufficient detail,2887610568,0.016173
945,male,15-24,01,Personal care (incl. sleep),10894237402,0.090629
945,male,15-24,02,Household activities,10002171136,0.083208
945,male,15-24,03,Caring for and helping household members,1478816699,0.012302
945,male,15-24,04,Caring for and helping nonhousehold members,1555087065,0.012937
945,male,15-24,05,Work and work-related activities,23936144328,0.199125
945,male,15-24,06,Education,9256332388,0.077004
945,male,15-24,07,Consumer purchases,1249444811,0.010394
945,male,15-24,10,Government services and civic obligations,90266073,0.000751
945,male,15-24,11,Eating and drinking,6935821189,0.057699
945,male,15-24,12,"Socializing, relaxing, and leisure",37429991879,0.311381
945,male,15-24,13,"Sports, exercise, and recreation",8744633837,0.072747
945,male,15-24,15,Volunteer activities,450474022,0.003748
945,male,15-24,18,Traveling,7735212935,0.064349
945,male,15-24,50,Insufficient detail,447831319,0.003726
945,male,25-34,01,Personal care (incl. sleep),4198991639,0.03458
945,male,25-34,02,Household activities,12631610541,0.104025
945,male,25-34,03,Caring for and helping household members,3866577476,0.031842
945,male,25-34,04,Caring for and helping nonhousehold members,485815372,0.004001
945,male,25-34,05,Work and work-related activities,51242288514,0.421994
945,male,25-34,06,Education,1060324328,0.008732
945,male,25-34,07,Consumer purchases,2226061624,0.018332
945,male,25-34,08,Professional and personal care services,595782368,0.004906
945,male,25-34,11,Eating and drinking,4239395631,0.034913
945,male,25-34,12,"Socializing, relaxing, and leisure",25471977939,0.209769
945,male,25-34,13,"Sports, exercise, and recreation",2254393874,0.018566
945,male,25-34,14,Religious and spiritual activities,60020916,0.000494
945,male,25-34,15,Volunteer activities,357363249,0.002943
945,male,25-34,16,Telephone calls,671488253,0.00553
945,male,25-34,18,Traveling,11969729103,0.098574
945,male,25-34,50,Insufficient detail,97137898,0.0008
945,male,35-44,01,Personal care (incl. sleep),5973021456,0.04956
945,male,35-44,02,Household activities,13458378052,0.111669
945,male,35-44,03,Caring for and helping household members,6402405750,0.053123
945,male,35-44,04,Caring for and helping nonhousehold members,408812072,0.003392
945,male,35-44,05,Work and work-related activities,52962175776,0.439446
945,male,35-44,06,Education,758884958,0.006297
945,male,35-44,07,Consumer purchases,2925103525,0.024271
945,male,35-44,09,Household services,87966146,0.00073
945,male,35-44,11,Eating and drinking,2523055607,0.020935
945,male,35-44,12,"Socializing, relaxing, and leisure",22358136422,0.185513
945,male,35-44,13,"Sports, exercise, and recreation",2604920379,0.021614
945,male,35-44,14,Religious and spiritual activities,248063682,0.002058
945,male,35-44,15,Volunteer activities,130165299,0.00108
945,male,35-44,16,Telephone calls,252130579,0.002092
945,male,35-44,18,Traveling,9019304625,0.074836
945,male,35-44,50,Insufficient detail,407925294,0.003385
945,male,45-54,01,Personal care (incl. sleep),7492897295,0.068784
945,male,45-54,02,Household activities,9717031853,0.089201
945,male,45-54,03,Caring for and helping household members,1997012604,0.018332
945,male,45-54,04,Caring for and helping nonhousehold members,758339359,0.006961
945,male,45-54,05,Work and work-related activities,42177630342,0.387183
945,male,45-54,06,Education,164551291,0.001511
945,male,45-54,07,Consumer purchases,2274990510,0.020884
945,male,45-54,11,Eating and drinking,3878958776,0.035608
945,male,45-54,12,"Socializing, relaxing, and leisure",24739777427,0.227107
945,male,45-54,13,"Sports, exercise, and recreation",1293215536,0.011871
945,male,45-54,14,Religious and spiritual activities,876982379,0.008051
945,male,45-54,15,Volunteer activities,1275549789,0.011709
945,male,45-54,16,Telephone calls,208851092,0.001917
945,male,45-54,18,Traveling,10890277411,0.099971
945,male,45-54,50,Insufficient detail,1188426239,0.01091
945,male,55-64,01,Personal care (incl. sleep),5004115816,0.045208
945,male,55-64,02,Household activities,12717377155,0.11489
945,male,55-64,03,Caring for and helping household members,1854498368,0.016754
945,male,55-64,04,Caring for and helping nonhousehold members,1874643042,0.016936
945,male,55-64,05,Work and work-related activities,29867876833,0.26983
945,male,55-64,06,Education,69269392,0.000626
945,male,55-64,07,Consumer purchases,1261402809,0.011396
945,male,55-64,08,Professional and personal care services,386313341,0.00349
945,male,55-64,11,Eating and drinking,3945267339,0.035642
945,male,55-64,12,"Socializing, relaxing, and leisure",37204777255,0.336112
945,male,55-64,13,"Sports, exercise, and recreation",3875224960,0.035009
945,male,55-64,14,Religious and spiritual activities,87657938,0.000792
945,male,55-64,15,Volunteer activities,789698010,0.007134
945,male,55-64,16,Telephone calls,1010832846,0.009132
945,male,55-64,18,Traveling,10161651054,0.091802
945,male,55-64,50,Insufficient detail,580852079,0.005247
945,male,65+,01,Personal care (incl. sleep),11322700908,0.075768
945,male,65+,02,Household activities,25061749706,0.167705
945,male,65+,03,Caring for and helping household members,1280740330,0.00857
945,male,65+,04,Caring for and helping nonhousehold members,2541149309,0.017005
945,male,65+,05,Work and work-related activities,12051934724,0.080648
945,male,65+,06,Education,70200793,0.00047
945,male,65+,07,Consumer purchases,3469038211,0.023214
945,male,65+,08,Professional and personal care services,1333495197,0.008923
945,male,65+,09,Household services,339829155,0.002274
945,male,65+,11,Eating and drinking,5439977101,0.036403
945,male,65+,12,"Socializing, relaxing, and leisure",65361387868,0.437378
945,male,65+,13,"Sports, exercise, and recreation",4905419901,0.032826
945,male,65+,14,Religious and spiritual activities,642317747,0.004298
945,male,65+,15,Volunteer activities,1853010700,0.0124
945,male,65+,16,Telephone calls,1317807989,0.008818
945,male,65+,18,Traveling,11419805948,0.076418
945,male,65+,50,Insufficient detail,1028712743,0.006884
945,female,15-24,01,Personal care (incl. sleep),9426257722,0.08017
945,female,15-24,02,Household activities,12528565397,0.106555
945,female,15-24,03,Caring for and helping household members,1890375061,0.016078
945,female,15-24,04,Caring for and helping nonhousehold members,1817092672,0.015454
945,female,15-24,05,Work and work-related activities,23116264317,0.196602
945,female,15-24,06,Education,13373929674,0.113744
945,female,15-24,07,Consumer purchases,4176589513,0.035522
945,female,15-24,08,Professional and personal care services,61810714,0.000526
945,female,15-24,09,Household services,29991189,0.000255
945,female,15-24,11,Eating and drinking,7002045191,0.059552
945,female,15-24,12,"Socializing, relaxing, and leisure",24714261568,0.210193
945,female,15-24,13,"Sports, exercise, and recreation",5866727152,0.049896
945,female,15-24,15,Volunteer activities,1682839429,0.014312
945,female,15-24,16,Telephone calls,1694789832,0.014414
945,female,15-24,18,Traveling,8838507464,0.075171
945,female,15-24,50,Insufficient detail,1358758669,0.011556
945,female,25-34,01,Personal care (incl. sleep),8589001136,0.070129
945,female,25-34,02,Household activities,15266234046,0.124648
945,female,25-34,03,Caring for and helping household members,9457057912,0.077216
945,female,25-34,04,Caring for and helping nonhousehold members,392827470,0.003207
945,female,25-34,05,Work and work-related activities,41177840423,0.336215
945,female,25-34,06,Education,2631227992,0.021484
945,female,25-34,07,Consumer purchases,2768297553,0.022603
945,female,25-34,08,Professional and personal care services,474512813,0.003874
945,female,25-34,10,Government services and civic obligations,101875456,0.000832
945,female,25-34,11,Eating and drinking,2593914699,0.021179
945,female,25-34,12,"Socializing, relaxing, and leisure",22055520714,0.180082
945,female,25-34,13,"Sports, exercise, and recreation",910725631,0.007436
945,female,25-34,14,Religious and spiritual activities,177518659,0.001449
945,female,25-34,15,Volunteer activities,1340609457,0.010946
945,female,25-34,16,Telephone calls,834609226,0.006815
945,female,25-34,18,Traveling,12639322771,0.103199
945,female,25-34,50,Insufficient detail,1063770945,0.008686
945,female,35-44,01,Personal care (incl. sleep),7007800194,0.057426
945,female,35-44,02,Household activities,13632222303,0.111711
945,female,35-44,03,Caring for and helping household members,10249839048,0.083994
945,female,35-44,04,Caring for and helping nonhousehold members,325944682,0.002671
945,female,35-44,05,Work and work-related activities,40746321864,0.333901
945,female,35-44,06,Education,739568056,0.00606
945,female,35-44,07,Consumer purchases,4909051183,0.040228
945,female,35-44,08,Professional and personal care services,1152330220,0.009443
945,female,35-44,09,Household services,300180426,0.00246
945,female,35-44,11,Eating and drinking,5191176642,0.04254
945,female,35-44,12,"Socializing, relaxing, and leisure",21860793882,0.179141
945,female,35-44,13,"Sports, exercise, and recreation",1457889187,0.011947
945,female,35-44,14,Religious and spiritual activities,479248766,0.003927
945,female,35-44,15,Volunteer activities,55284802,0.000453
945,female,35-44,16,Telephone calls,114597388,0.000939
945,female,35-44,18,Traveling,12754974707,0.104522
945,female,35-44,50,Insufficient detail,1054000858,0.008637
945,female,45-54,01,Personal care (incl. sleep),6246950897,0.056358
945,female,45-54,02,Household activities,16201794516,0.146169
945,female,45-54,03,Caring for and helping household members,2694447734,0.024309
945,female,45-54,04,Caring for and helping nonhousehold members,1393965693,0.012576
945,female,45-54,05,Work and work-related activities,38714683204,0.349275
945,female,45-54,06,Education,371500408,0.003352
945,female,45-54,07,Consumer purchases,2578848825,0.023266
945,female,45-54,08,Professional and personal care services,2251773472,0.020315
945,female,45-54,11,Eating and drinking,3627890649,0.03273
945,female,45-54,12,"Socializing, relaxing, and leisure",21145911054,0.190773
945,female,45-54,13,"Sports, exercise, and recreation",2768726855,0.024979
945,female,45-54,15,Volunteer activities,551407791,0.004975
945,female,45-54,16,Telephone calls,915442870,0.008259
945,female,45-54,18,Traveling,9682374566,0.087352
945,female,45-54,50,Insufficient detail,1697393439,0.015313
945,female,55-64,01,Personal care (incl. sleep),6175473071,0.053421
945,female,55-64,02,Household activities,20603904709,0.178235
945,female,55-64,03,Caring for and helping household members,1482367771,0.012823
945,female,55-64,04,Caring for and helping nonhousehold members,2485988936,0.021505
945,female,55-64,05,Work and work-related activities,29784213025,0.25765
945,female,55-64,06,Education,627177424,0.005425
945,female,55-64,07,Consumer purchases,3531896398,0.030553
945,female,55-64,08,Professional and personal care services,503797780,0.004358
945,female,55-64,11,Eating and drinking,3143561676,0.027194
945,female,55-64,12,"Socializing, relaxing, and leisure",30036173223,0.25983
945,female,55-64,13,"Sports, exercise, and recreation",2217010501,0.019178
945,female,55-64,14,Religious and spiritual activities,401179282,0.00347
945,female,55-64,15,Volunteer activities,476884378,0.004125
945,female,55-64,16,Telephone calls,1556784096,0.013467
945,female,55-64,18,Traveling,11515452943,0.099615
945,female,55-64,50,Insufficient detail,1057574406,0.009149
945,female,65+,01,Personal care (incl. sleep),13640436679,0.076399
945,female,65+,02,Household activities,38701063594,0.216763
945,female,65+,03,Caring for and helping household members,1693701294,0.009486
945,female,65+,04,Caring for and helping nonhousehold members,4122689283,0.023091
945,female,65+,05,Work and work-related activities,6838775794,0.038304
945,female,65+,06,Education,54219494,0.000304
945,female,65+,07,Consumer purchases,5595727873,0.031341
945,female,65+,08,Professional and personal care services,2682623651,0.015025
945,female,65+,09,Household services,430082251,0.002409
945,female,65+,11,Eating and drinking,6485125038,0.036323
945,female,65+,12,"Socializing, relaxing, and leisure",73243698442,0.410235
945,female,65+,13,"Sports, exercise, and recreation",2758999202,0.015453
945,female,65+,14,Religious and spiritual activities,2390817253,0.013391
945,female,65+,15,Volunteer activities,3535094182,0.0198
945,female,65+,16,Telephone calls,3229515735,0.018088
945,female,65+,18,Traveling,10471220544,0.058649
945,female,65+,50,Insufficient detail,2667193267,0.014939
960,male,15-24,01,Personal care (incl. sleep),9180183212,0.07637
960,male,15-24,02,Household activities,11033379917,0.091787
960,male,15-24,03,Caring for and helping household members,1243947773,0.010348
960,male,15-24,04,Caring for and helping nonhousehold members,1127887818,0.009383
960,male,15-24,05,Work and work-related activities,18200760776,0.151412
960,male,15-24,06,Education,9942118888,0.082709
960,male,15-24,07,Consumer purchases,1825113469,0.015183
960,male,15-24,08,Professional and personal care services,458527632,0.003815
960,male,15-24,10,Government services and civic obligations,90266073,0.000751
960,male,15-24,11,Eating and drinking,9569093007,0.079605
960,male,15-24,12,"Socializing, relaxing, and leisure",34992317016,0.291102
960,male,15-24,13,"Sports, exercise, and recreation",9906128256,0.082409
960,male,15-24,15,Volunteer activities,450474022,0.003748
960,male,15-24,16,Telephone calls,191275452,0.001591
960,male,15-24,18,Traveling,10533026440,0.087624
960,male,15-24,50,Insufficient detail,1461965333,0.012162
960,male,25-34,01,Personal care (incl. sleep),6781951661,0.055851
960,male,25-34,02,Household activities,11319201773,0.093217
960,male,25-34,03,Caring for and helping household members,4425088560,0.036442
960,male,25-34,04,Caring for and helping nonhousehold members,485815372,0.004001
960,male,25-34,05,Work and work-related activities,42583875259,0.35069
960,male,25-34,06,Education,675233682,0.005561
960,male,25-34,07,Consumer purchases,2569022209,0.021157
960,male,25-34,08,Professional and personal care services,542455922,0.004467
960,male,25-34,09,Household services,145369904,0.001197
960,male,25-34,11,Eating and drinking,4964484262,0.040884
960,male,25-34,12,"Socializing, relaxing, and leisure",26320691377,0.216758
960,male,25-34,13,"Sports, exercise, and recreation",3608100110,0.029714
960,male,25-34,14,Religious and spiritual activities,60020916,0.000494
960,male,25-34,15,Volunteer activities,357363249,0.002943
960,male,25-34,16,Telephone calls,153264645,0.001262
960,male,25-34,18,Traveling,15994679210,0.13172
960,male,25-34,50,Insufficient detail,442340616,0.003643
960,male,35-44,01,Personal care (incl. sleep),5912274129,0.049056
960,male,35-44,02,Household activities,12024802271,0.099774
960,male,35-44,03,Caring for and helping household members,7187857410,0.05964
960,male,35-44,04,Caring for and helping nonhousehold members,262067015,0.002174
960,male,35-44,05,Work and work-related activities,46707135796,0.387545
960,male,35-44,06,Education,824738282,0.006843
960,male,35-44,07,Consumer purchases,2287513436,0.01898
960,male,35-44,09,Household services,173162081,0.001437
960,male,35-44,11,Eating and drinking,2453648899,0.020359
960,male,35-44,12,"Socializing, relaxing, and leisure",25343451638,0.210283
960,male,35-44,13,"Sports, exercise, and recreation",2413169914,0.020023
960,male,35-44,14,Religious and spiritual activities,157870255,0.00131
960,male,35-44,15,Volunteer activities,317045980,0.002631
960,male,35-44,16,Telephone calls,506511588,0.004203
960,male,35-44,18,Traveling,13936157748,0.115633
960,male,35-44,50,Insufficient detail,13043183,0.000108
960,male,45-54,01,Personal care (incl. sleep),7294480197,0.066962
960,male,45-54,02,Household activities,10914486732,0.100193
960,male,45-54,03,Caring for and helping household members,2008729776,0.01844
960,male,45-54,04,Caring for and helping nonhousehold members,635979007,0.005838
960,male,45-54,05,Work and work-related activities,36697143368,0.336873
960,male,45-54,06,Education,164551291,0.001511
960,male,45-54,07,Consumer purchases,2402849070,0.022058
960,male,45-54,08,Professional and personal care services,81010973,0.000744
960,male,45-54,11,Eating and drinking,3828596516,0.035146
960,male,45-54,12,"Socializing, relaxing, and leisure",26114683587,0.239728
960,male,45-54,13,"Sports, exercise, and recreation",2056612843,0.018879
960,male,45-54,14,Religious and spiritual activities,741482678,0.006807
960,male,45-54,15,Volunteer activities,1191335367,0.010936
960,male,45-54,16,Telephone calls,181883707,0.00167
960,male,45-54,18,Traveling,13253037806,0.121661
960,male,45-54,50,Insufficient detail,1367628986,0.012555
960,male,55-64,01,Personal care (incl. sleep),4657727880,0.042078
960,male,55-64,02,Household activities,13092549217,0.11828
960,male,55-64,03,Caring for and helping household members,2291082314,0.020698
960,male,55-64,04,Caring for and helping nonhousehold members,1728298775,0.015614
960,male,55-64,05,Work and work-related activities,25516431138,0.230519
960,male,55-64,06,Education,69269392,0.000626
960,male,55-64,07,Consumer purchases,1043437646,0.009427
960,male,55-64,08,Professional and personal care services,400308009,0.003616
960,male,55-64,09,Household services,50219211,0.000454
960,male,55-64,11,Eating and drinking,5356919536,0.048395
960,male,55-64,12,"Socializing, relaxing, and leisure",35629327197,0.32188
960,male,55-64,13,"Sports, exercise, and recreation",3618962375,0.032694
960,male,55-64,14,Religious and spiritual activities,286379773,0.002587
960,male,55-64,15,Volunteer activities,882231954,0.00797
960,male,55-64,16,Telephone calls,1082320985,0.009778
960,male,55-64,18,Traveling,14378693240,0.129899
960,male,55-64,50,Insufficient detail,607299595,0.005486
960,male,65+,01,Personal care (incl. sleep),10596427787,0.070908
960,male,65+,02,Household activities,27053345851,0.181032
960,male,65+,03,Caring for and helping household members,1472215876,0.009852
960,male,65+,04,Caring for and helping nonhousehold members,1745858781,0.011683
960,male,65+,05,Work and work-related activities,11411807049,0.076364
960,male,65+,06,Education,150430271,0.001007
960,male,65+,07,Consumer purchases,2637786169,0.017651
960,male,65+,08,Professional and personal care services,1471373888,0.009846
960,male,65+,09,Household services,227367111,0.001521
960,male,65+,10,Government services and civic obligations,162708150,0.001089
960,male,65+,11,Eating and drinking,8524411190,0.057043
960,male,65+,12,"Socializing, relaxing, and leisure",65396490816,0.437612
960,male,65+,13,"Sports, exercise, and recreation",3997704612,0.026751
960,male,65+,14,Religious and spiritual activities,802139571,0.005368
960,male,65+,15,Volunteer activities,1297675195,0.008684
960,male,65+,16,Telephone calls,1027073040,0.006873
960,male,65+,18,Traveling,10588138581,0.070852
960,male,65+,50,Insufficient detail,876324392,0.005864
960,female,15-24,01,Personal care (incl. sleep),9903569628,0.084229
960,female,15-24,02,Household activities,15027121372,0.127805
960,female,15-24,03,Caring for and helping household members,1615941239,0.013743
960,female,15-24,04,Caring for and helping nonhousehold members,226496761,0.001926
960,female,15-24,05,Work and work-related activities,20686655021,0.175939
960,female,15-24,06,Education,11507567992,0.097871
960,female,15-24,07,Consumer purchases,2838397366,0.02414
960,female,15-24,08,Professional and personal care services,457042104,0.003887
960,female,15-24,11,Eating and drinking,7041008170,0.059883
960,female,15-24,12,"Socializing, relaxing, and leisure",26505860981,0.225431
960,female,15-24,13,"Sports, exercise, and recreation",5152484494,0.043822
960,female,15-24,15,Volunteer activities,813268595,0.006917
960,female,15-24,16,Telephone calls,1694789832,0.014414
960,female,15-24,18,Traveling,13060321351,0.111077
960,female,15-24,50,Insufficient detail,1048280660,0.008916
960,female,25-34,01,Personal care (incl. sleep),7715863719,0.063
960,female,25-34,02,Household activities,16042188406,0.130984
960,female,25-34,03,Caring for and helping household members,9710744289,0.079288
960,female,25-34,04,Caring for and helping nonhousehold members,479594739,0.003916
960,female,25-34,05,Work and work-related activities,39650033365,0.32374
960,female,25-34,06,Education,3421807568,0.027939
960,female,25-34,07,Consumer purchases,2915592620,0.023806
960,female,25-34,08,Professional and personal care services,678920657,0.005543
960,female,25-34,10,Government services and civic obligations,152813183,0.001248
960,female,25-34,11,Eating and drinking,4732597434,0.038641
960,female,25-34,12,"Socializing, relaxing, and leisure",22522288614,0.183893
960,female,25-34,13,"Sports, exercise, and recreation",1544792055,0.012613
960,female,25-34,14,Religious and spiritual activities,177518659,0.001449
960,female,25-34,15,Volunteer activities,1605617096,0.01311
960,female,25-34,16,Telephone calls,392543505,0.003205
960,female,25-34,18,Traveling,10017305683,0.081791
960,female,25-34,50,Insufficient detail,714645311,0.005835
960,female,35-44,01,Personal care (incl. sleep),6859870008,0.056214
960,female,35-44,02,Household activities,14748500335,0.120858
960,female,35-44,03,Caring for and helping household members,10554256859,0.086488
960,female,35-44,04,Caring for and helping nonhousehold members,506460164,0.00415
960,female,35-44,05,Work and work-related activities,33750927303,0.276576
960,female,35-44,06,Education,1029761804,0.008439
960,female,35-44,07,Consumer purchases,5259283164,0.043098
960,female,35-44,08,Professional and personal care services,574279387,0.004706
960,female,35-44,09,Household services,863675119,0.007077
960,female,35-44,11,Eating and drinking,5965863670,0.048888
960,female,35-44,12,"Socializing, relaxing, and leisure",21378478224,0.175189
960,female,35-44,13,"Sports, exercise, and recreation",1439481011,0.011796
960,female,35-44,14,Religious and spiritual activities,479248766,0.003927
960,female,35-44,16,Telephone calls,494574952,0.004053
960,female,35-44,18,Traveling,16634125077,0.13631
960,female,35-44,50,Insufficient detail,1492438365,0.01223
960,female,45-54,01,Personal care (incl. sleep),5535034398,0.049936
960,female,45-54,02,Household activities,18925770583,0.170744
960,female,45-54,03,Caring for and helping household members,3136005746,0.028292
960,female,45-54,04,Caring for and helping nonhousehold members,1120614563,0.01011
960,female,45-54,05,Work and work-related activities,32715653576,0.295153
960,female,45-54,06,Education,371500408,0.003352
960,female,45-54,07,Consumer purchases,2940014428,0.026524
960,female,45-54,08,Professional and personal care services,2539764135,0.022913
960,female,45-54,11,Eating and drinking,4618647067,0.041668
960,female,45-54,12,"Socializing, relaxing, and leisure",21969001065,0.198199
960,female,45-54,13,"Sports, exercise, and recreation",2598898431,0.023447
960,female,45-54,15,Volunteer activities,551407791,0.004975
960,female,45-54,16,Telephone calls,823260514,0.007427
960,female,45-54,18,Traveling,11907351484,0.107425
960,female,45-54,50,Insufficient detail,1090187784,0.009835
960,female,55-64,01,Personal care (incl. sleep),5368494627,0.04644
960,female,55-64,02,Household activities,23256599982,0.201183
960,female,55-64,03,Caring for and helping household members,870873786,0.007534
960,female,55-64,04,Caring for and helping nonhousehold members,2940670382,0.025438
960,female,55-64,05,Work and work-related activities,26996543343,0.233535
960,female,55-64,06,Education,627177424,0.005425
960,female,55-64,07,Consumer purchases,3701485763,0.03202
960,female,55-64,08,Professional and personal care services,440368143,0.003809
960,female,55-64,09,Household services,51989895,0.00045
960,female,55-64,11,Eating and drinking,5330609406,0.046113
960,female,55-64,12,"Socializing, relaxing, and leisure",29813544221,0.257904
960,female,55-64,13,"Sports, exercise, and recreation",1042976647,0.009022
960,female,55-64,14,Religious and spiritual activities,445709212,0.003856
960,female,55-64,15,Volunteer activities,169155850,0.001463
960,female,55-64,16,Telephone calls,1748384143,0.015125
960,female,55-64,18,Traveling,12177384496,0.105341
960,female,55-64,50,Insufficient detail,617472298,0.005341
960,female,65+,01,Personal care (incl. sleep),12338678471,0.069108
960,female,65+,02,Household activities,43411573704,0.243146
960,female,65+,03,Caring for and helping household members,1325078301,0.007422
960,female,65+,04,Caring for and helping nonhousehold members,3582600822,0.020066
960,female,65+,05,Work and work-related activities,5062068641,0.028352
960,female,65+,06,Education,42040821,0.000235
960,female,65+,07,Consumer purchases,5020197826,0.028118
960,female,65+,08,Professional and personal care services,2100800670,0.011766
960,female,65+,09,Household services,347834376,0.001948
960,female,65+,11,Eating and drinking,9853515647,0.055189
960,female,65+,12,"Socializing, relaxing, and leisure",70743309485,0.39623
960,female,65+,13,"Sports, exercise, and recreation",3578599531,0.020044
960,female,65+,14,Religious and spiritual activities,1485955000,0.008323
960,female,65+,15,Volunteer activities,3025052010,0.016943
960,female,65+,16,Telephone calls,2588702807,0.014499
960,female,65+,18,Traveling,11565883547,0.06478
960,female,65+,50,Insufficient detail,2469091916,0.013829
975,male,15-24,01,Personal care (incl. sleep),7683533770,0.063919
975,male,15-24,02,Household activities,12191360199,0.10142
975,male,15-24,03,Caring for and helping household members,1325906305,0.01103
975,male,15-24,04,Caring for and helping nonhousehold members,1021088006,0.008494
975,male,15-24,05,Work and work-related activities,18248014219,0.151806
975,male,15-24,06,Education,8821925376,0.07339
975,male,15-24,07,Consumer purchases,1330715329,0.01107
975,male,15-24,08,Professional and personal care services,458527632,0.003815
975,male,15-24,10,Government services and civic obligations,90266073,0.000751
975,male,15-24,11,Eating and drinking,9596289083,0.079832
975,male,15-24,12,"Socializing, relaxing, and leisure",36547062544,0.304036
975,male,15-24,13,"Sports, exercise, and recreation",9155283766,0.076163
975,male,15-24,15,Volunteer activities,127644297,0.001062
975,male,15-24,16,Telephone calls,943200153,0.007847
975,male,15-24,18,Traveling,11086172039,0.092226
975,male,15-24,50,Insufficient detail,1579476293,0.01314
975,male,25-34,01,Personal care (incl. sleep),7634071023,0.062869
975,male,25-34,02,Household activities,11795249432,0.097137
975,male,25-34,03,Caring for and helping household members,5069952183,0.041752
975,male,25-34,04,Caring for and helping nonhousehold members,559386891,0.004607
975,male,25-34,05,Work and work-related activities,40461760582,0.333213
975,male,25-34,06,Education,543841034,0.004479
975,male,25-34,07,Consumer purchases,2987538131,0.024603
975,male,25-34,08,Professional and personal care services,586757719,0.004832
975,male,25-34,09,Household services,97816068,0.000806
975,male,25-34,11,Eating and drinking,5742021607,0.047287
975,male,25-34,12,"Socializing, relaxing, and leisure",26848908819,0.221108
975,male,25-34,13,"Sports, exercise, and recreation",4024833342,0.033146
975,male,25-34,14,Religious and spiritual activities,60020916,0.000494
975,male,25-34,15,Volunteer activities,291152193,0.002398
975,male,25-34,16,Telephone calls,153264645,0.001262
975,male,25-34,18,Traveling,13866723890,0.114196
975,male,25-34,50,Insufficient detail,705660249,0.005811
975,male,35-44,01,Personal care (incl. sleep),5115658584,0.042446
975,male,35-44,02,Household activities,14207186206,0.117882
975,male,35-44,03,Caring for and helping household members,7788480788,0.064624
975,male,35-44,04,Caring for and helping nonhousehold members,367371921,0.003048
975,male,35-44,05,Work and work-related activities,45919177502,0.381007
975,male,35-44,06,Education,982608536,0.008153
975,male,35-44,07,Consumer purchases,2298018228,0.019067
975,male,35-44,09,Household services,87966146,0.00073
975,male,35-44,11,Eating and drinking,3008970808,0.024966
975,male,35-44,12,"Socializing, relaxing, and leisure",26472642787,0.219653
975,male,35-44,13,"Sports, exercise, and recreation",2222324995,0.018439
975,male,35-44,15,Volunteer activities,178551576,0.001482
975,male,35-44,16,Telephone calls,514337498,0.004268
975,male,35-44,18,Traveling,11145137349,0.092475
975,male,35-44,50,Insufficient detail,212016699,0.001759
975,male,45-54,01,Personal care (incl. sleep),7043921880,0.064662
975,male,45-54,02,Household activities,12043753920,0.11056
975,male,45-54,03,Caring for and helping household members,2141905293,0.019662
975,male,45-54,04,Caring for and helping nonhousehold members,826728788,0.007589
975,male,45-54,05,Work and work-related activities,37194131038,0.341436
975,male,45-54,06,Education,164551291,0.001511
975,male,45-54,07,Consumer purchases,2659441597,0.024413
975,male,45-54,08,Professional and personal care services,81010973,0.000744
975,male,45-54,11,Eating and drinking,2592856453,0.023802
975,male,45-54,12,"Socializing, relaxing, and leisure",26788575798,0.245915
975,male,45-54,13,"Sports, exercise, and recreation",1967770819,0.018064
975,male,45-54,14,Religious and spiritual activities,741482678,0.006807
975,male,45-54,15,Volunteer activities,1132816597,0.010399
975,male,45-54,16,Telephone calls,181883707,0.00167
975,male,45-54,18,Traveling,12101261723,0.111088
975,male,45-54,50,Insufficient detail,1272399348,0.01168
975,male,55-64,01,Personal care (incl. sleep),5828990795,0.05266
975,male,55-64,02,Household activities,14363143138,0.129758
975,male,55-64,03,Caring for and helping household members,2822726146,0.025501
975,male,55-64,04,Caring for and helping nonhousehold members,2225466081,0.020105
975,male,55-64,05,Work and work-related activities,24488036289,0.221228
975,male,55-64,06,Education,69269392,0.000626
