minute_of_day,diary_minute,tier_code,tier_label,weighted_minutes,share
631,391,14,Religious and spiritual activities,1766412260,0.017684
631,391,15,Volunteer activities,1294541656,0.01296
631,391,16,Telephone calls,693915164,0.006947
631,391,18,Traveling,6103866886,0.061108
631,391,50,Insufficient detail,898105239,0.008991
632,392,01,Personal care (incl. sleep),9834797772,0.09846
632,392,02,Household activities,15449415655,0.154671
632,392,03,Caring for and helping household members,2022918432,0.020252
632,392,04,Caring for and helping nonhousehold members,762227957,0.007631
632,392,05,Work and work-related activities,30964482994,0.309998
632,392,06,Education,4179913871,0.041847
632,392,07,Consumer purchases,2543323872,0.025462
632,392,08,Professional and personal care services,1004871639,0.01006
632,392,09,Household services,144794386,0.00145
632,392,10,Government services and civic obligations,88704617,0.000888
632,392,11,Eating and drinking,4699688440,0.047051
632,392,12,"Socializing, relaxing, and leisure",15138340996,0.151556
632,392,13,"Sports, exercise, and recreation",2219006916,0.022215
632,392,14,Religious and spiritual activities,1731450379,0.017334
632,392,15,Volunteer activities,1294541656,0.01296
632,392,16,Telephone calls,693915164,0.006947
632,392,18,Traveling,6206576709,0.062137
632,392,50,Insufficient detail,906997461,0.00908
633,393,01,Personal care (incl. sleep),9814967424,0.098262
633,393,02,Household activities,15451968980,0.154696
633,393,03,Caring for and helping household members,2022918432,0.020252
633,393,04,Caring for and helping nonhousehold members,779886458,0.007808
633,393,05,Work and work-related activities,30939292795,0.309746
633,393,06,Education,4179913871,0.041847
633,393,07,Consumer purchases,2570462341,0.025734
633,393,08,Professional and personal care services,1014694100,0.010159
633,393,09,Household services,144794386,0.00145
633,393,10,Government services and civic obligations,88704617,0.000888
633,393,11,Eating and drinking,4698716983,0.047041
633,393,12,"Socializing, relaxing, and leisure",15184570830,0.152019
633,393,13,"Sports, exercise, and recreation",2219006916,0.022215
633,393,14,Religious and spiritual activities,1723423734,0.017254
633,393,15,Volunteer activities,1294541656,0.01296
633,393,16,Telephone calls,693915164,0.006947
633,393,18,Traveling,6145150592,0.061522
633,393,50,Insufficient detail,919039636,0.009201
634,394,01,Personal care (incl. sleep),9814967424,0.098262
634,394,02,Household activities,15447841152,0.154655
634,394,03,Caring for and helping household members,2022918432,0.020252
634,394,04,Caring for and helping nonhousehold members,774660964,0.007755
634,394,05,Work and work-related activities,30939292795,0.309746
634,394,06,Education,4179913871,0.041847
634,394,07,Consumer purchases,2577466269,0.025804
634,394,08,Professional and personal care services,1014694100,0.010159
634,394,09,Household services,144794386,0.00145
634,394,10,Government services and civic obligations,88704617,0.000888
634,394,11,Eating and drinking,4702844812,0.047082
634,394,12,"Socializing, relaxing, and leisure",15188107967,0.152054
634,394,13,"Sports, exercise, and recreation",2219006916,0.022215
634,394,14,Religious and spiritual activities,1723423734,0.017254
634,394,15,Volunteer activities,1294541656,0.01296
634,394,16,Telephone calls,693915164,0.006947
634,394,18,Traveling,6143372159,0.061504
634,394,50,Insufficient detail,915502499,0.009165
635,395,01,Personal care (incl. sleep),9834594485,0.098458
635,395,02,Household activities,15209077136,0.152264
635,395,03,Caring for and helping household members,2043955096,0.020463
635,395,04,Caring for and helping nonhousehold members,799697099,0.008006
635,395,05,Work and work-related activities,30937139566,0.309725
635,395,06,Education,4209586056,0.042144
635,395,07,Consumer purchases,2699810030,0.027029
635,395,08,Professional and personal care services,996461451,0.009976
635,395,09,Household services,164051017,0.001642
635,395,10,Government services and civic obligations,88704617,0.000888
635,395,11,Eating and drinking,4876610308,0.048822
635,395,12,"Socializing, relaxing, and leisure",15120274044,0.151375
635,395,13,"Sports, exercise, and recreation",2212001767,0.022145
635,395,14,Religious and spiritual activities,1726141243,0.017281
635,395,15,Volunteer activities,1292409072,0.012939
635,395,16,Telephone calls,674392797,0.006752
635,395,18,Traveling,6063444962,0.060704
635,395,50,Insufficient detail,937618171,0.009387
636,396,01,Personal care (incl. sleep),9827408436,0.098386
636,396,02,Household activities,15200234399,0.152176
636,396,03,Caring for and helping household members,2043955096,0.020463
636,396,04,Caring for and helping nonhousehold members,799697099,0.008006
636,396,05,Work and work-related activities,30942416707,0.309777
636,396,06,Education,4209586056,0.042144
636,396,07,Consumer purchases,2794836108,0.02798
636,396,08,Professional and personal care services,996461451,0.009976
636,396,09,Household services,148209538,0.001484
636,396,10,Government services and civic obligations,88704617,0.000888
636,396,11,Eating and drinking,4908966192,0.049146
636,396,12,"Socializing, relaxing, and leisure",15157154357,0.151745
636,396,13,"Sports, exercise, and recreation",2212001767,0.022145
636,396,14,Religious and spiritual activities,1726141243,0.017281
636,396,15,Volunteer activities,1290198635,0.012917
636,396,16,Telephone calls,660269371,0.00661
636,396,18,Traveling,5942109674,0.059489
636,396,50,Insufficient detail,937618171,0.009387
637,397,01,Personal care (incl. sleep),9827408436,0.098386
637,397,02,Household activities,15238395529,0.152558
637,397,03,Caring for and helping household members,2043955096,0.020463
637,397,04,Caring for and helping nonhousehold members,814162589,0.008151
637,397,05,Work and work-related activities,31005045615,0.310404
637,397,06,Education,4209586056,0.042144
637,397,07,Consumer purchases,2822450496,0.028257
637,397,08,Professional and personal care services,996461451,0.009976
637,397,09,Household services,148209538,0.001484
637,397,10,Government services and civic obligations,88704617,0.000888
637,397,11,Eating and drinking,4769957493,0.047754
637,397,12,"Socializing, relaxing, and leisure",15264850633,0.152823
637,397,13,"Sports, exercise, and recreation",2212001767,0.022145
637,397,14,Religious and spiritual activities,1723014269,0.01725
637,397,15,Volunteer activities,1283060983,0.012845
637,397,16,Telephone calls,666730224,0.006675
637,397,18,Traveling,5834355953,0.05841
637,397,50,Insufficient detail,937618171,0.009387
638,398,01,Personal care (incl. sleep),9826235039,0.098375
638,398,02,Household activities,15258297174,0.152757
638,398,03,Caring for and helping household members,2043955096,0.020463
638,398,04,Caring for and helping nonhousehold members,809245070,0.008102
638,398,05,Work and work-related activities,30999413506,0.310348
638,398,06,Education,4225896549,0.042307
638,398,07,Consumer purchases,2810504184,0.028137
638,398,08,Professional and personal care services,1023615679,0.010248
638,398,09,Household services,128612354,0.001288
638,398,10,Government services and civic obligations,88704617,0.000888
638,398,11,Eating and drinking,4760349647,0.047658
638,398,12,"Socializing, relaxing, and leisure",15278958899,0.152964
638,398,13,"Sports, exercise, and recreation",2199048064,0.022016
638,398,14,Religious and spiritual activities,1723014269,0.01725
638,398,15,Volunteer activities,1283060983,0.012845
638,398,16,Telephone calls,666730224,0.006675
638,398,18,Traveling,5816917047,0.058236
638,398,50,Insufficient detail,943410515,0.009445
639,399,01,Personal care (incl. sleep),9820545037,0.098318
639,399,02,Household activities,15246114864,0.152635
639,399,03,Caring for and helping household members,1999746743,0.02002
639,399,04,Caring for and helping nonhousehold members,809245070,0.008102
639,399,05,Work and work-related activities,30999413506,0.310348
639,399,06,Education,4225896549,0.042307
639,399,07,Consumer purchases,2840228530,0.028435
639,399,08,Professional and personal care services,1023615679,0.010248
639,399,09,Household services,117816707,0.00118
639,399,10,Government services and civic obligations,88704617,0.000888
639,399,11,Eating and drinking,4765316947,0.047708
639,399,12,"Socializing, relaxing, and leisure",15262124464,0.152795
639,399,13,"Sports, exercise, and recreation",2204738067,0.022073
639,399,14,Religious and spiritual activities,1735196578,0.017372
639,399,15,Volunteer activities,1290639441,0.012921
639,399,16,Telephone calls,666730224,0.006675
639,399,18,Traveling,5846485377,0.058532
639,399,50,Insufficient detail,943410515,0.009445
640,400,01,Personal care (incl. sleep),9730783312,0.097419
640,400,02,Household activities,15407411935,0.15425
640,400,03,Caring for and helping household members,1976938404,0.019792
640,400,04,Caring for and helping nonhousehold members,806047901,0.00807
640,400,05,Work and work-related activities,30958623199,0.30994
640,400,06,Education,4251419025,0.042563
640,400,07,Consumer purchases,2880062687,0.028834
640,400,08,Professional and personal care services,1024802980,0.01026
640,400,09,Household services,110889642,0.00111
640,400,10,Government services and civic obligations,88704617,0.000888
640,400,11,Eating and drinking,4511530905,0.045167
640,400,12,"Socializing, relaxing, and leisure",15769972772,0.15788
640,400,13,"Sports, exercise, and recreation",2175942782,0.021784
640,400,14,Religious and spiritual activities,1791567186,0.017936
640,400,15,Volunteer activities,1293552874,0.01295
640,400,16,Telephone calls,602152663,0.006028
640,400,18,Traveling,5544597001,0.055509
640,400,50,Insufficient detail,960969032,0.009621
641,401,01,Personal care (incl. sleep),9773182742,0.097843
641,401,02,Household activities,15386193606,0.154038
641,401,03,Caring for and helping household members,1968706476,0.01971
641,401,04,Caring for and helping nonhousehold members,806047901,0.00807
641,401,05,Work and work-related activities,30921083502,0.309564
641,401,06,Education,4251419025,0.042563
641,401,07,Consumer purchases,2887494433,0.028908
641,401,08,Professional and personal care services,1024802980,0.01026
641,401,09,Household services,110889642,0.00111
641,401,10,Government services and civic obligations,88704617,0.000888
641,401,11,Eating and drinking,4511530905,0.045167
641,401,12,"Socializing, relaxing, and leisure",15770220044,0.157882
641,401,13,"Sports, exercise, and recreation",2175942782,0.021784
641,401,14,Religious and spiritual activities,1791567186,0.017936
641,401,15,Volunteer activities,1293552874,0.01295
641,401,16,Telephone calls,602152663,0.006028
641,401,18,Traveling,5561508505,0.055679
641,401,50,Insufficient detail,960969032,0.009621
642,402,01,Personal care (incl. sleep),9808076396,0.098193
642,402,02,Household activities,15347392597,0.153649
642,402,03,Caring for and helping household members,1995878250,0.019982
642,402,04,Caring for and helping nonhousehold members,847812940,0.008488
642,402,05,Work and work-related activities,30921083502,0.309564
642,402,06,Education,4251419025,0.042563
642,402,07,Consumer purchases,2972775859,0.029762
642,402,08,Professional and personal care services,1030084923,0.010313
642,402,09,Household services,110889642,0.00111
642,402,10,Government services and civic obligations,88704617,0.000888
642,402,11,Eating and drinking,4509472702,0.045146
642,402,12,"Socializing, relaxing, and leisure",15802998134,0.15821
642,402,13,"Sports, exercise, and recreation",2175942782,0.021784
642,402,14,Religious and spiritual activities,1791567186,0.017936
642,402,15,Volunteer activities,1298966981,0.013004
642,402,16,Telephone calls,566039127,0.005667
642,402,18,Traveling,5409504465,0.054157
642,402,50,Insufficient detail,957359789,0.009585
643,403,01,Personal care (incl. sleep),9793533742,0.098047
643,403,02,Household activities,15429455243,0.154471
643,403,03,Caring for and helping household members,1989648850,0.019919
643,403,04,Caring for and helping nonhousehold members,811093195,0.00812
643,403,05,Work and work-related activities,30921083502,0.309564
643,403,06,Education,4251419025,0.042563
643,403,07,Consumer purchases,2976586866,0.0298
643,403,08,Professional and personal care services,1015025318,0.010162
643,403,09,Household services,110889642,0.00111
643,403,10,Government services and civic obligations,88704617,0.000888
643,403,11,Eating and drinking,4509472702,0.045146
643,403,12,"Socializing, relaxing, and leisure",15799920122,0.15818
643,403,13,"Sports, exercise, and recreation",2182149604,0.021846
643,403,14,Religious and spiritual activities,1800467129,0.018025
643,403,15,Volunteer activities,1305484847,0.01307
643,403,16,Telephone calls,566039127,0.005667
643,403,18,Traveling,5377635597,0.053838
643,403,50,Insufficient detail,957359789,0.009585
644,404,01,Personal care (incl. sleep),9811362986,0.098226
644,404,02,Household activities,15442635972,0.154603
644,404,03,Caring for and helping household members,1989648850,0.019919
644,404,04,Caring for and helping nonhousehold members,811093195,0.00812
644,404,05,Work and work-related activities,30921083502,0.309564
644,404,06,Education,4251419025,0.042563
644,404,07,Consumer purchases,2960024829,0.029634
644,404,08,Professional and personal care services,1015025318,0.010162
644,404,09,Household services,110889642,0.00111
644,404,10,Government services and civic obligations,88704617,0.000888
644,404,11,Eating and drinking,4505344873,0.045105
644,404,12,"Socializing, relaxing, and leisure",15802891766,0.158209
644,404,13,"Sports, exercise, and recreation",2182149604,0.021846
644,404,14,Religious and spiritual activities,1800467129,0.018025
644,404,15,Volunteer activities,1297906388,0.012994
644,404,16,Telephone calls,566039127,0.005667
644,404,18,Traveling,5371922305,0.053781
644,404,50,Insufficient detail,957359789,0.009585
645,405,01,Personal care (incl. sleep),9851372377,0.098626
645,405,02,Household activities,15206903810,0.152243
645,405,03,Caring for and helping household members,1954501153,0.019567
645,405,04,Caring for and helping nonhousehold members,823277325,0.008242
645,405,05,Work and work-related activities,31205132266,0.312408
645,405,06,Education,4316939617,0.043219
645,405,07,Consumer purchases,2937823726,0.029412
645,405,08,Professional and personal care services,1052598319,0.010538
645,405,09,Household services,92459015,0.000926
645,405,10,Government services and civic obligations,88704617,0.000888
645,405,11,Eating and drinking,4259192716,0.042641
645,405,12,"Socializing, relaxing, and leisure",15910674080,0.159288
645,405,13,"Sports, exercise, and recreation",2073660967,0.02076
645,405,14,Religious and spiritual activities,1881642564,0.018838
645,405,15,Volunteer activities,1273609686,0.012751
645,405,16,Telephone calls,665816439,0.006666
645,405,18,Traveling,5318885604,0.05325
645,405,50,Insufficient detail,972774637,0.009739
646,406,01,Personal care (incl. sleep),9864850813,0.098761
646,406,02,Household activities,15177307446,0.151946
646,406,03,Caring for and helping household members,1962979183,0.019652
646,406,04,Caring for and helping nonhousehold members,818881086,0.008198
646,406,05,Work and work-related activities,31250916221,0.312866
646,406,06,Education,4316939617,0.043219
646,406,07,Consumer purchases,2927611452,0.02931
646,406,08,Professional and personal care services,1052598319,0.010538
646,406,09,Household services,92459015,0.000926
646,406,10,Government services and civic obligations,88704617,0.000888
646,406,11,Eating and drinking,4228401879,0.042332
646,406,12,"Socializing, relaxing, and leisure",15959442417,0.159777
646,406,13,"Sports, exercise, and recreation",2073660967,0.02076
646,406,14,Religious and spiritual activities,1885825577,0.01888
646,406,15,Volunteer activities,1273609686,0.012751
646,406,16,Telephone calls,622846811,0.006236
646,406,18,Traveling,5316159175,0.053222
646,406,50,Insufficient detail,972774637,0.009739
647,407,01,Personal care (incl. sleep),9870832119,0.098821
647,407,02,Household activities,15100295735,0.151175
647,407,03,Caring for and helping household members,1968412411,0.019707
647,407,04,Caring for and helping nonhousehold members,814291773,0.008152
647,407,05,Work and work-related activities,31268673561,0.313044
647,407,06,Education,4316939617,0.043219
647,407,07,Consumer purchases,2944776185,0.029481
647,407,08,Professional and personal care services,1052598319,0.010538
647,407,09,Household services,92459015,0.000926
647,407,10,Government services and civic obligations,88704617,0.000888
647,407,11,Eating and drinking,4292935739,0.042978
647,407,12,"Socializing, relaxing, and leisure",15956504519,0.159747
647,407,13,"Sports, exercise, and recreation",2060492940,0.020628
647,407,14,Religious and spiritual activities,1881767921,0.018839
647,407,15,Volunteer activities,1273609686,0.012751
647,407,16,Telephone calls,614438530,0.006151
647,407,18,Traveling,5315461593,0.053215
647,407,50,Insufficient detail,972774637,0.009739
648,408,01,Personal care (incl. sleep),9873703520,0.09885
648,408,02,Household activities,15052442693,0.150696
648,408,03,Caring for and helping household members,1953255393,0.019555
648,408,04,Caring for and helping nonhousehold members,801858766,0.008028
648,408,05,Work and work-related activities,31285579911,0.313213
648,408,06,Education,4316939617,0.043219
648,408,07,Consumer purchases,2944715328,0.029481
648,408,08,Professional and personal care services,1051911528,0.010531
648,408,09,Household services,92459015,0.000926
648,408,10,Government services and civic obligations,88704617,0.000888
648,408,11,Eating and drinking,4327448764,0.043324
648,408,12,"Socializing, relaxing, and leisure",15950066785,0.159683
648,408,13,"Sports, exercise, and recreation",2060492940,0.020628
648,408,14,Religious and spiritual activities,1881767921,0.018839
648,408,15,Volunteer activities,1267091820,0.012685
648,408,16,Telephone calls,614438530,0.006151
648,408,18,Traveling,5337884124,0.05344
648,408,50,Insufficient detail,985207644,0.009863
649,409,01,Personal care (incl. sleep),9840137038,0.098514
649,409,02,Household activities,15068141562,0.150853
649,409,03,Caring for and helping household members,1953255393,0.019555
649,409,04,Caring for and helping nonhousehold members,801858766,0.008028
649,409,05,Work and work-related activities,31285579911,0.313213
649,409,06,Education,4316939617,0.043219
649,409,07,Consumer purchases,2938681598,0.02942
649,409,08,Professional and personal care services,1052975442,0.010542
649,409,09,Household services,92459015,0.000926
649,409,10,Government services and civic obligations,88704617,0.000888
649,409,11,Eating and drinking,4310357659,0.043153
649,409,12,"Socializing, relaxing, and leisure",15976026144,0.159943
649,409,13,"Sports, exercise, and recreation",2070057849,0.020724
649,409,14,Religious and spiritual activities,1862287662,0.018644
649,409,15,Volunteer activities,1267091820,0.012685
649,409,16,Telephone calls,614438530,0.006151
649,409,18,Traveling,5361768652,0.053679
649,409,50,Insufficient detail,985207644,0.009863
650,410,01,Personal care (incl. sleep),9675466116,0.096865
650,410,02,Household activities,14964054757,0.149811
650,410,03,Caring for and helping household members,1971501738,0.019738
650,410,04,Caring for and helping nonhousehold members,677267956,0.00678
650,410,05,Work and work-related activities,31450865118,0.314868
650,410,06,Education,4427337861,0.044324
650,410,07,Consumer purchases,3036008318,0.030395
650,410,08,Professional and personal care services,1052507473,0.010537
650,410,09,Household services,82220071,0.000823
650,410,10,Government services and civic obligations,56121410,0.000562
650,410,11,Eating and drinking,4166474807,0.041712
650,410,12,"Socializing, relaxing, and leisure",16382339165,0.16401
650,410,13,"Sports, exercise, and recreation",2012001878,0.020143
650,410,14,Religious and spiritual activities,1881953204,0.018841
650,410,15,Volunteer activities,1270538626,0.01272
650,410,16,Telephone calls,608354744,0.00609
650,410,18,Traveling,5150998575,0.051569
650,410,50,Insufficient detail,1019957099,0.010211
651,411,01,Personal care (incl. sleep),9657388842,0.096684
651,411,02,Household activities,14922099502,0.149391
651,411,03,Caring for and helping household members,1982535106,0.019848
651,411,04,Caring for and helping nonhousehold members,677267956,0.00678
651,411,05,Work and work-related activities,31461660765,0.314976
651,411,06,Education,4427337861,0.044324
651,411,07,Consumer purchases,3036526788,0.0304
651,411,08,Professional and personal care services,1052507473,0.010537
651,411,09,Household services,82220071,0.000823
651,411,10,Government services and civic obligations,56121410,0.000562
651,411,11,Eating and drinking,4183986060,0.041888
651,411,12,"Socializing, relaxing, and leisure",16410276323,0.16429
651,411,13,"Sports, exercise, and recreation",2016246341,0.020185
651,411,14,Religious and spiritual activities,1877708741,0.018799
651,411,15,Volunteer activities,1283361711,0.012848
651,411,16,Telephone calls,621735805,0.006224
651,411,18,Traveling,5117031062,0.051229
651,411,50,Insufficient detail,1019957099,0.010211
652,412,01,Personal care (incl. sleep),9735203548,0.097463
652,412,02,Household activities,14953423549,0.149705
652,412,03,Caring for and helping household members,1962331288,0.019646
652,412,04,Caring for and helping nonhousehold members,691983119,0.006928
652,412,05,Work and work-related activities,31481598216,0.315175
652,412,06,Education,4427337861,0.044324
652,412,07,Consumer purchases,3022533787,0.03026
652,412,08,Professional and personal care services,1055764031,0.01057
652,412,09,Household services,82220071,0.000823
652,412,10,Government services and civic obligations,56121410,0.000562
652,412,11,Eating and drinking,4142479923,0.041472
652,412,12,"Socializing, relaxing, and leisure",16338535286,0.163572
652,412,13,"Sports, exercise, and recreation",2016246341,0.020185
652,412,14,Religious and spiritual activities,1877708741,0.018799
652,412,15,Volunteer activities,1283361711,0.012848
652,412,16,Telephone calls,621735805,0.006224
652,412,18,Traveling,5085871933,0.050917
652,412,50,Insufficient detail,1051512295,0.010527
653,413,01,Personal care (incl. sleep),9704453328,0.097155
653,413,02,Household activities,14952442510,0.149695
653,413,03,Caring for and helping household members,1970649079,0.019729
653,413,04,Caring for and helping nonhousehold members,691983119,0.006928
653,413,05,Work and work-related activities,31481598216,0.315175
653,413,06,Education,4427337861,0.044324
653,413,07,Consumer purchases,3022926316,0.030264
653,413,08,Professional and personal care services,1055764031,0.01057
653,413,09,Household services,82220071,0.000823
653,413,10,Government services and civic obligations,56121410,0.000562
653,413,11,Eating and drinking,4181420392,0.041862
653,413,12,"Socializing, relaxing, and leisure",16368769662,0.163875
653,413,13,"Sports, exercise, and recreation",2016246341,0.020185
653,413,14,Religious and spiritual activities,1877708741,0.018799
653,413,15,Volunteer activities,1292354152,0.012938
653,413,16,Telephone calls,613168299,0.006139
653,413,18,Traveling,5045085437,0.050508
653,413,50,Insufficient detail,1045719951,0.010469
654,414,01,Personal care (incl. sleep),9722583695,0.097337
654,414,02,Household activities,14957668004,0.149747
654,414,03,Caring for and helping household members,1970649079,0.019729
654,414,04,Caring for and helping nonhousehold members,685032131,0.006858
654,414,05,Work and work-related activities,31481598216,0.315175
654,414,06,Education,4427337861,0.044324
654,414,07,Consumer purchases,3043835467,0.030473
654,414,08,Professional and personal care services,1055764031,0.01057
654,414,09,Household services,82220071,0.000823
654,414,10,Government services and civic obligations,56121410,0.000562
654,414,11,Eating and drinking,4191110156,0.041959
654,414,12,"Socializing, relaxing, and leisure",16369710358,0.163884
654,414,13,"Sports, exercise, and recreation",2010556339,0.020129
654,414,14,Religious and spiritual activities,1877708741,0.018799
654,414,15,Volunteer activities,1292354152,0.012938
654,414,16,Telephone calls,599787238,0.006005
654,414,18,Traveling,5016212016,0.050219
654,414,50,Insufficient detail,1045719951,0.010469
655,415,01,Personal care (incl. sleep),9755411275,0.097665
655,415,02,Household activities,14946023386,0.149631
655,415,03,Caring for and helping household members,1897704233,0.018999
655,415,04,Caring for and helping nonhousehold members,664330370,0.006651
655,415,05,Work and work-related activities,31679227211,0.317154
655,415,06,Education,4400256054,0.044053
655,415,07,Consumer purchases,3089689521,0.030932
655,415,08,Professional and personal care services,1078349832,0.010796
655,415,09,Household services,103490310,0.001036
655,415,10,Government services and civic obligations,56121410,0.000562
655,415,11,Eating and drinking,4043836341,0.040485
655,415,12,"Socializing, relaxing, and leisure",16587357247,0.166063
655,415,13,"Sports, exercise, and recreation",1995171217,0.019974
655,415,14,Religious and spiritual activities,1912615116,0.019148
655,415,15,Volunteer activities,1292354152,0.012938
655,415,16,Telephone calls,561097974,0.005617
655,415,18,Traveling,4758998138,0.047644
655,415,50,Insufficient detail,1063935128,0.010651
656,416,01,Personal care (incl. sleep),9733738424,0.097449
656,416,02,Household activities,15002137097,0.150193
656,416,03,Caring for and helping household members,1889226203,0.018914
656,416,04,Caring for and helping nonhousehold members,674554290,0.006753
656,416,05,Work and work-related activities,31679227211,0.317154
656,416,06,Education,4400256054,0.044053
656,416,07,Consumer purchases,3087696494,0.030912
656,416,08,Professional and personal care services,1085992883,0.010872
656,416,09,Household services,103490310,0.001036
656,416,10,Government services and civic obligations,56121410,0.000562
656,416,11,Eating and drinking,4040083827,0.040447
656,416,12,"Socializing, relaxing, and leisure",16571539962,0.165905
656,416,13,"Sports, exercise, and recreation",1995171217,0.019974
656,416,14,Religious and spiritual activities,1912615116,0.019148
656,416,15,Volunteer activities,1297762351,0.012992
656,416,16,Telephone calls,558323586,0.00559
656,416,18,Traveling,4744321275,0.047497
656,416,50,Insufficient detail,1053711209,0.010549
657,417,01,Personal care (incl. sleep),9754422434,0.097656
657,417,02,Household activities,15000279246,0.150174
657,417,03,Caring for and helping household members,1889226203,0.018914
657,417,04,Caring for and helping nonhousehold members,680457358,0.006812
657,417,05,Work and work-related activities,31681899184,0.317181
657,417,06,Education,4400256054,0.044053
657,417,07,Consumer purchases,3109680929,0.031132
657,417,08,Professional and personal care services,1102713924,0.01104
657,417,09,Household services,103490310,0.001036
657,417,10,Government services and civic obligations,56121410,0.000562
657,417,11,Eating and drinking,4063346336,0.04068
657,417,12,"Socializing, relaxing, and leisure",16571613442,0.165905
657,417,13,"Sports, exercise, and recreation",1991592470,0.019939
657,417,14,Religious and spiritual activities,1913611117,0.019158
657,417,15,Volunteer activities,1305340809,0.013068
657,417,16,Telephone calls,558323586,0.00559
657,417,18,Traveling,4637449888,0.046427
657,417,50,Insufficient detail,1066144216,0.010674
658,418,01,Personal care (incl. sleep),9794101794,0.098053
658,418,02,Household activities,14967262807,0.149843
658,418,03,Caring for and helping household members,1865539295,0.018677
658,418,04,Caring for and helping nonhousehold members,683610621,0.006844
658,418,05,Work and work-related activities,31663471870,0.316996
658,418,06,Education,4400256054,0.044053
658,418,07,Consumer purchases,3054744181,0.030582
658,418,08,Professional and personal care services,1102713924,0.01104
658,418,09,Household services,110008176,0.001101
658,418,10,Government services and civic obligations,56121410,0.000562
658,418,11,Eating and drinking,4087892724,0.040926
658,418,12,"Socializing, relaxing, and leisure",16595756672,0.166147
658,418,13,"Sports, exercise, and recreation",1991592470,0.019939
658,418,14,Religious and spiritual activities,1913611117,0.019158
658,418,15,Volunteer activities,1295188908,0.012967
658,418,16,Telephone calls,559603679,0.005602
658,418,18,Traveling,4668197097,0.046735
658,418,50,Insufficient detail,1076296117,0.010775
659,419,01,Personal care (incl. sleep),9813582053,0.098248
659,419,02,Household activities,14962643188,0.149797
659,419,03,Caring for and helping household members,1865539295,0.018677
659,419,04,Caring for and helping nonhousehold members,688251747,0.00689
659,419,05,Work and work-related activities,31663471870,0.316996
659,419,06,Education,4400256054,0.044053
659,419,07,Consumer purchases,3054744181,0.030582
659,419,08,Professional and personal care services,1090648950,0.010919
659,419,09,Household services,110008176,0.001101
659,419,10,Government services and civic obligations,56121410,0.000562
659,419,11,Eating and drinking,4087271087,0.040919
659,419,12,"Socializing, relaxing, and leisure",16582420756,0.166014
659,419,13,"Sports, exercise, and recreation",1991592470,0.019939
659,419,14,Religious and spiritual activities,1913611117,0.019158
659,419,15,Volunteer activities,1298937519,0.013004
659,419,16,Telephone calls,559603679,0.005602
659,419,18,Traveling,4670969247,0.046763
659,419,50,Insufficient detail,1076296117,0.010775
660,420,01,Personal care (incl. sleep),8098317668,0.081076
660,420,02,Household activities,15315750958,0.153332
660,420,03,Caring for and helping household members,1704747648,0.017067
660,420,04,Caring for and helping nonhousehold members,763690403,0.007646
660,420,05,Work and work-related activities,29540985652,0.295747
660,420,06,Education,4377611589,0.043826
660,420,07,Consumer purchases,3020093803,0.030235
660,420,08,Professional and personal care services,959645136,0.009607
660,420,09,Household services,129026997,0.001292
660,420,10,Government services and civic obligations,38768380,0.000388
660,420,11,Eating and drinking,5963763844,0.059706
660,420,12,"Socializing, relaxing, and leisure",16132490626,0.161509
660,420,13,"Sports, exercise, and recreation",1974202540,0.019765
660,420,14,Religious and spiritual activities,1718569951,0.017205
660,420,15,Volunteer activities,1227272888,0.012287
660,420,16,Telephone calls,642330460,0.006431
660,420,18,Traveling,7365634534,0.07374
660,420,50,Insufficient detail,913065837,0.009141
661,421,01,Personal care (incl. sleep),8097914600,0.081072
661,421,02,Household activities,15282392108,0.152998
661,421,03,Caring for and helping household members,1704747648,0.017067
661,421,04,Caring for and helping nonhousehold members,770060908,0.007709
661,421,05,Work and work-related activities,29552480435,0.295862
661,421,06,Education,4377611589,0.043826
661,421,07,Consumer purchases,3058894601,0.030624
661,421,08,Professional and personal care services,959645136,0.009607
661,421,09,Household services,129026997,0.001292
661,421,10,Government services and civic obligations,38768380,0.000388
661,421,11,Eating and drinking,6003955498,0.060108
661,421,12,"Socializing, relaxing, and leisure",16150036510,0.161685
661,421,13,"Sports, exercise, and recreation",1966538896,0.019688
661,421,14,Religious and spiritual activities,1718569951,0.017205
661,421,15,Volunteer activities,1227272888,0.012287
661,421,16,Telephone calls,651308024,0.006521
661,421,18,Traveling,7283678907,0.07292
661,421,50,Insufficient detail,913065837,0.009141
662,422,01,Personal care (incl. sleep),8078472212,0.080877
662,422,02,Household activities,15321741901,0.153392
662,422,03,Caring for and helping household members,1739121120,0.017411
662,422,04,Caring for and helping nonhousehold members,770060908,0.007709
662,422,05,Work and work-related activities,29528778561,0.295625
662,422,06,Education,4377611589,0.043826
662,422,07,Consumer purchases,3036814407,0.030403
662,422,08,Professional and personal care services,942924095,0.00944
662,422,09,Household services,129026997,0.001292
662,422,10,Government services and civic obligations,38768380,0.000388
662,422,11,Eating and drinking,5979138190,0.05986
662,422,12,"Socializing, relaxing, and leisure",16165521509,0.16184
662,422,13,"Sports, exercise, and recreation",1970630184,0.019729
662,422,14,Religious and spiritual activities,1718569951,0.017205
662,422,15,Volunteer activities,1219694430,0.012211
662,422,16,Telephone calls,651308024,0.006521
662,422,18,Traveling,7304720620,0.073131
662,422,50,Insufficient detail,913065837,0.009141
663,423,01,Personal care (incl. sleep),8088516759,0.080978
663,423,02,Household activities,15303641673,0.153211
